Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A2441,Data Analytics Course,88,"5,063",195,22,3,0.034,"1,460",11/20/2024,Hydrabad,mobile,analytics for data
A2442,Data Analytics Course,172,"5,635",200,21,7,0.036,"1,727",14/11/2024,Hydrabad,mobile,data analitics online
A2443,Data Analytics Course,81,"4,404",240,11,4,0.035,"1,814",11/21/2024,Hydrabad,mobile,data analytics course
A2444,Data Analytics Course,142,"4,312",214,21,7,0.049,"1,666",11/20/2024,Hydrabad,desktop,learn data analytics
A2445,Data Analytics Course,111,3302,$193.18,30,10,,"$1,783",19/11/2024,,MOBILE,analytics for data
A2446,Data Analytics Course,81,"3,575",193,27,4,0.049,"1,158",11/11/2024,Hydrabad,tablet,online data analytic
A2447,Data Analytics Course,112,"5,055",213,26,5,0.058,"1,959",11/29/2024,Hydrabad,desktop,data anaytics training
A2448,Data Analytics Course,101,"5,415",236,13,10,0.039,"1,832",15/11/2024,Hydrabad,tablet,learn data analytics
A2449,Data Analytics Course,166,"3,118",212,25,7,0.042,"1,813",11/14/2024,Hydrabad,tablet,online data analytic
A2450,Data Analytics Course,,5271,,14,8,,"$1,629",11/22/2024,,mobile,data analitics online
A2451,Data Analytics Course,148,,$214.26,21,8,,"$1,629",11/13/2024,,Tablet,data analitics online
A2452,Data Analytics Course,126,"5,250",240,30,4,0.032,"1,070",11/23/2024,Hydrabad,tablet,analytics for data
A2453,Data Analytics Course,119,"4,405",234,25,3,0.039,"1,407",12/11/2024,Hydrabad,desktop,data analytics course
A2454,Data Analytics Course,189,"5,060",237,26,7,0.043,"1,877",11/10/2024,Hydrabad,mobile,data anaytics training
A2455,Data Analytics Course,167,"3,296",247,29,8,0.048,"1,723",11/17/2024,Hydrabad,desktop,data analitics online
A2456,Data Analytics Course,198,"3,499",210,30,9,0.04,"1,893",11/25/2024,Hydrabad,desktop,data analytics course
A2457,Data Analytics Course,95,"3,449",185,10,10,0.041,"1,601",16/11/2024,Hydrabad,mobile,analytics for data
A2458,Data Analytics Course,181,"3,738",207,16,9,0.05,"1,868",11/9/2024,Hydrabad,mobile,online data analytic
A2459,Data Analytics Course,105,4236,$180.20,12,7,0.067,,11/24/2024,,MOBILE,learn data analytics
A2460,Data Analytics Course,178,5751,$205.34,24,10,,"$1,903",11/20/2024,,desktop,data analytics course
A2461,Data Analytics Course,127,"5,050",185,28,9,0.071,"1,906",11/2/2024,Hydrabad,desktop,data analitics online
A2462,Data Analytics Course,198,4773,$202.54,17,10,,"$1,082",11/19/2024,,Mobile,data analitics online
A2463,Data Analytics Course,86,"5,652",249,25,7,0.081,"1,981",6/11/2024,Hydrabad,mobile,data anaytics training
A2464,Data Analytics Course,,5085,$182.42,11,7,,"$1,109",4/11/2024,,Desktop,online data analytic
A2465,Data Analytics Course,191,5070,$247.41,12,4,,"$1,266",25/11/2024,,mobile,analytics for data
A2466,Data Analytics Course,139,"5,879",198,24,4,0.029,"1,476",11/5/2024,Hydrabad,mobile,data analytics course
A2467,Data Analytics Course,197,"3,620",235,18,7,0.036,"1,740",11/1/2024,Hydrabad,mobile,online data analytic
A2468,Data Analytics Course,116,"4,250",217,10,9,0.078,"1,877",11/2/2024,Hydrabad,mobile,data anaytics training
A2469,Data Analytics Course,192,"4,850",235,22,10,0.052,"1,124",11/14/2024,Hydrabad,desktop,analytics for data
A2470,Data Analytics Course,118,3815,$185.78,16,4,,"$1,093",17/11/2024,,DESKTOP,data analitics online
A2471,Data Analytics Course,172,"5,741",198,14,4,0.023,"1,755",11/11/2024,Hydrabad,desktop,analytics for data
A2472,Data Analytics Course,174,"4,272",241,16,7,0.041,"1,004",11/23/2024,Hydrabad,desktop,learn data analytics
A2473,Data Analytics Course,175,4974,$182.22,21,5,,"$1,300",23/11/2024,,mobile,learn data analytics
A2474,Data Analytics Course,,3215,$191.22,30,7,,"$1,588",11/23/2024,,desktop,analytics for data
A2475,Data Analytics Course,,3723,$201.32,21,8,,,6/11/2024,,TABLET,data analytics course
A2476,Data Analytics Course,103,4670,$203.40,21,4,,"$1,562",25/11/2024,,mobile,analytics for data
A2477,Data Analytics Course,187,4474,$182.47,10,,,"$1,768",13/11/2024,,tablet,online data analytic
A2478,Data Analytics Course,,3009,$195.17,,6,,"$1,083",11/23/2024,,Tablet,data analitics online
A2479,Data Analytics Course,109,3933,$189.73,11,4,,"$1,700",7/11/2024,,desktop,data analitics online
A2480,Data Analytics Course,118,"4,360",232,10,9,0.076,"1,252",11/13/2024,Hydrabad,desktop,data anaytics training
A2481,Data Analytics Course,164,"5,120",186,10,5,0.031,"1,597",11/23/2024,Hydrabad,tablet,analytics for data
A2482,Data Analytics Course,166,"3,887",192,24,9,0.054,"1,890",11/13/2024,Hydrabad,tablet,data analytics course
A2483,Data Analytics Course,88,"3,909",190,30,10,0.114,"1,750",29/11/2024,Hydrabad,desktop,data anaytics training
A2484,Data Analytics Course,125,3017,$232.51,14,7,,"$1,510",11/8/2024,,tablet,data anaytics training
A2485,Data Analytics Course,,5127,$206.95,26,5,,"$1,902",17/11/2024,,Desktop,online data analytic
A2486,Data Analytics Course,151,"3,992",212,10,9,0.06,"1,890",11/26/2024,Hydrabad,tablet,learn data analytics
A2487,Data Analytics Course,182,"3,554",182,18,4,0.022,"1,933",2/11/2024,Hydrabad,tablet,learn data analytics
A2488,Data Analytics Course,84,"4,051",197,21,4,0.048,"1,094",11/14/2024,Hydrabad,mobile,online data analytic
A2489,Data Analytics Course,127,"3,541",239,16,10,0.079,"1,474",11/25/2024,Hydrabad,tablet,data anaytics training
A2490,Data Analytics Course,104,"5,878",229,21,3,0.05,"1,101",5/11/2024,Hydrabad,mobile,data analytics course
A2491,Data Analytics Course,161,"4,611",228,26,7,0.043,"1,473",11/25/2024,Hydrabad,tablet,data analitics online
A2492,Data Analytics Course,141,"4,764",188,28,4,0.028,"1,428",11/16/2024,Hydrabad,mobile,analytics for data
A2493,Data Analytics Course,186,"4,603",192,26,9,0.047,"1,918",11/7/2024,Hydrabad,desktop,learn data analytics
A2494,Data Analytics Course,,5003,$195.40,15,7,,"$1,273",11/18/2024,,desktop,data anaytics training
A2495,Data Analytics Course,124,"5,212",191,13,6,0.048,"1,399",11/7/2024,Hydrabad,desktop,data analytics course
A2496,Data Analytics Course,97,"5,285",250,12,7,0.051,"1,411",11/27/2024,Hydrabad,desktop,data anaytics training
A2497,Data Analytics Course,111,3177,$224.51,18,8,,"$1,946",11/25/2024,,Desktop,learn data analytics
A2498,Data Analytics Course,93,"5,571",186,12,7,0.075,"1,630",21/11/2024,Hydrabad,tablet,online data analytic
A2499,Data Analytics Course,92,3237,$245.48,15,6,0.065,,11/19/2024,,DESKTOP,data analitics online
A2500,Data Analytics Course,138,"5,314",198,17,10,0.072,"1,250",11/20/2024,Hydrabad,desktop,online data analytic
A2501,Data Analytics Course,129,"4,452",196,10,9,0.053,"1,069",11/13/2024,Hydrabad,tablet,learn data analytics
A2502,Data Analytics Course,183,"3,920",236,20,7,0.038,"1,238",11/17/2024,Hydrabad,mobile,data anaytics training
A2503,Data Analytics Course,154,"4,603",214,20,3,0.019,"1,709",11/18/2024,Hydrabad,tablet,data analytics course
A2504,Data Analytics Course,95,"4,938",205,12,6,0.046,"1,494",11/18/2024,Hydrabad,tablet,data anaytics training
A2505,Data Analytics Course,173,5291,,23,8,,"$1,557",11/13/2024,,MOBILE,data analitics online
A2506,Data Analytics Course,112,"4,072",212,17,10,0.089,"1,229",1/11/2024,Hydrabad,desktop,analytics for data
A2507,Data Analytics Course,170,5953,$186.11,25,8,,"$1,080",11/26/2024,,MOBILE,data analitics online
A2508,Data Analytics Course,96,,$232.87,,10,0.053,"$1,162",11/14/2024,,Mobile,learn data analytics
A2509,Data Analytics Course,113,"3,104",231,28,9,0.08,"1,422",27/11/2024,Hydrabad,tablet,data analytics course
A2510,Data Analytics Course,145,"4,882",217,22,3,0.021,"1,814",11/19/2024,Hydrabad,mobile,analytics for data
A2511,Data Analytics Course,83,"3,212",244,25,4,0.048,"1,612",11/19/2024,Hydrabad,mobile,data analytics course
A2512,Data Analytics Course,90,"4,973",181,23,5,0.056,"1,039",3/11/2024,Hydrabad,desktop,online data analytic
A2513,Data Analytics Course,140,"5,227",223,27,3,0.021,"1,527",11/18/2024,Hydrabad,desktop,learn data analytics
A2514,Data Analytics Course,111,"5,434",181,10,5,0.045,"1,627",23/11/2024,Hydrabad,mobile,data anaytics training
A2515,Data Analytics Course,105,"3,300",180,22,10,0.095,"1,640",11/21/2024,Hydrabad,mobile,online data analytic
A2516,Data Analytics Course,181,"4,857",216,13,8,0.044,"1,883",11/23/2024,Hydrabad,desktop,learn data analytics
A2517,Data Analytics Course,189,"4,019",248,16,6,0.045,"1,378",11/30/2024,Hydrabad,tablet,online data analytic
A2518,Data Analytics Course,138,"5,495",221,19,5,0.036,"1,624",4/11/2024,Hydrabad,tablet,online data analytic
A2519,Data Analytics Course,178,"5,218",209,20,7,0.039,"1,714",25/11/2024,Hydrabad,mobile,analytics for data
A2520,Data Analytics Course,155,"5,996",248,15,5,0.032,"1,883",11/27/2024,Hydrabad,mobile,analytics for data
A2521,Data Analytics Course,168,"4,932",199,16,7,0.052,"1,301",19/11/2024,Hydrabad,desktop,data anaytics training
A2522,Data Analytics Course,152,"4,498",234,30,6,0.039,"1,090",25/11/2024,Hydrabad,desktop,data analitics online
A2523,Data Analytics Course,111,4164,$191.04,18,9,,"$1,687",11/21/2024,,TABLET,data anaytics training
A2524,Data Analytics Course,141,"4,329",230,14,6,0.043,"1,610",7/11/2024,Hydrabad,mobile,learn data analytics
A2525,Data Analytics Course,97,5764,$246.15,30,7,,"$1,345",18/11/2024,,Mobile,analytics for data
A2526,Data Analytics Course,82,"5,430",205,18,5,0.061,"1,435",11/30/2024,Hydrabad,mobile,online data analytic
A2527,Data Analytics Course,164,"5,179",207,18,9,0.055,"1,213",11/27/2024,Hydrabad,tablet,data analytics course
A2528,Data Analytics Course,109,"5,707",247,22,4,0.034,"1,980",19/11/2024,Hydrabad,tablet,data analitics online
A2529,Data Analytics Course,126,3263,$237.54,,9,,"$1,364",11/17/2024,,Mobile,data analitics online
A2530,Data Analytics Course,175,"5,718",225,19,6,0.057,"1,001",12/11/2024,Hydrabad,tablet,analytics for data
A2531,Data Analytics Course,96,"5,075",221,25,3,0.038,"1,937",23/11/2024,Hydrabad,desktop,learn data analytics
A2532,Data Analytics Course,113,"4,473",202,17,5,0.044,"1,049",11/8/2024,Hydrabad,tablet,online data analytic
A2533,Data Analytics Course,96,3979,$232.44,27,7,,"$1,140",30/11/2024,,Mobile,learn data analytics
A2534,Data Analytics Course,162,"5,688",190,17,5,0.031,"1,556",25/11/2024,Hydrabad,tablet,data analytics course
A2535,Data Analytics Course,125,3546,$234.02,23,10,,"$1,072",11/27/2024,,DESKTOP,analytics for data
A2536,Data Analytics Course,89,"4,188",207,16,4,0.045,"1,382",11/1/2024,Hydrabad,tablet,online data analytic
A2537,Data Analytics Course,99,"4,134",234,18,3,0.03,"1,683",11/30/2024,Hydrabad,desktop,learn data analytics
A2538,Data Analytics Course,91,"4,710",199,21,9,0.099,"1,431",11/10/2024,Hydrabad,tablet,data analytics course
A2539,Data Analytics Course,141,"4,654",192,21,6,0.043,"1,932",25/11/2024,Hydrabad,mobile,analytics for data
A2540,Data Analytics Course,110,"5,509",245,13,8,0.048,"1,539",11/10/2024,Hydrabad,mobile,learn data analytics
A2541,Data Analytics Course,96,3091,$187.57,11,,,"$1,737",10/11/2024,,tablet,data analytics course
A2542,Data Analytics Course,85,"4,653",197,23,6,0.071,"1,032",13/11/2024,Hydrabad,mobile,data analytics course
A2543,Data Analytics Course,151,"5,389",227,18,10,0.057,"1,318",11/20/2024,Hydrabad,desktop,data anaytics training
A2544,Data Analytics Course,139,"5,290",208,28,4,0.051,"1,022",11/20/2024,Hydrabad,tablet,data analitics online
A2545,Data Analytics Course,120,3060,$197.96,,8,0.067,"$1,679",11/23/2024,,TABLET,analytics for data
A2546,Data Analytics Course,109,"4,444",219,12,9,0.083,"1,159",11/28/2024,Hydrabad,mobile,data anaytics training
A2547,Data Analytics Course,145,"3,509",181,19,10,0.048,"1,627",11/22/2024,Hydrabad,mobile,online data analytic
A2548,Data Analytics Course,151,"4,675",183,14,7,0.046,"1,000",11/10/2024,Hydrabad,mobile,analytics for data
A2549,Data Analytics Course,108,"5,869",227,16,7,0.065,"1,633",3/11/2024,Hydrabad,desktop,analytics for data
A2550,Data Analytics Course,166,"3,992",206,15,8,0.048,"1,899",11/5/2024,Hydrabad,desktop,analytics for data
A2551,Data Analytics Course,134,"4,172",192,26,5,0.037,"1,170",11/18/2024,Hydrabad,tablet,online data analytic
A2552,Data Analytics Course,104,5926,$224.63,17,8,,"$1,239",11/24/2024,,MOBILE,learn data analytics
A2553,Data Analytics Course,,5785,$195.39,15,10,,"$1,296",11/25/2024,,tablet,analytics for data
A2554,Data Analytics Course,160,5664,$210.58,16,9,,"$1,836",11/7/2024,,mobile,data anaytics training
A2555,Data Analytics Course,147,"5,930",248,22,10,0.068,"1,743",15/11/2024,Hydrabad,desktop,analytics for data
A2556,Data Analytics Course,196,"3,656",240,15,6,0.052,"1,894",3/11/2024,Hydrabad,tablet,analytics for data
A2557,Data Analytics Course,159,"5,078",183,30,8,0.05,"1,541",11/9/2024,Hydrabad,mobile,data analytics course
A2558,Data Analytics Course,104,"5,257",220,17,7,0.052,"1,462",11/27/2024,Hydrabad,mobile,data analitics online
A2559,Data Analytics Course,135,"5,582",209,28,5,0.037,"1,912",25/11/2024,Hydrabad,tablet,online data analytic
A2560,Data Analytics Course,92,3097,$232.27,21,,,"$1,905",14/11/2024,,Desktop,analytics for data
A2561,Data Analytics Course,136,"3,657",236,12,5,0.037,"1,425",11/6/2024,Hydrabad,mobile,online data analytic
A2562,Data Analytics Course,135,3198,$227.48,,6,0.044,"$1,882",11/9/2024,,Desktop,online data analytic
A2563,Data Analytics Course,91,5017,$239.34,15,5,0.055,,2/11/2024,,tablet,analytics for data
A2564,Data Analytics Course,181,"5,343",244,30,9,0.038,"1,639",11/26/2024,Hydrabad,mobile,learn data analytics
A2565,Data Analytics Course,,4896,$207.51,17,,,,11/11/2024,,mobile,data analitics online
A2566,Data Analytics Course,80,"5,756",205,16,4,0.05,"1,778",11/20/2024,Hydrabad,desktop,online data analytic
A2567,Data Analytics Course,155,"5,696",236,13,3,0.019,"1,207",11/23/2024,Hydrabad,mobile,data analitics online
A2568,Data Analytics Course,114,"5,683",214,20,8,0.07,"1,474",11/8/2024,Hydrabad,mobile,learn data analytics
A2569,Data Analytics Course,98,"4,669",206,16,6,0.061,"1,767",11/30/2024,Hydrabad,desktop,analytics for data
A2570,Data Analytics Course,125,3807,$234.92,11,6,0.048,,11/29/2024,,MOBILE,online data analytic
A2571,Data Analytics Course,160,"3,163",239,20,8,0.05,"1,569",11/26/2024,Hydrabad,desktop,online data analytic
A2572,Data Analytics Course,175,"3,732",231,16,10,0.057,"1,014",11/15/2024,Hydrabad,mobile,learn data analytics
A2573,Data Analytics Course,123,"3,860",225,24,8,0.065,"1,800",11/15/2024,Hydrabad,desktop,analytics for data
A2574,Data Analytics Course,106,3196,$212.12,15,6,,"$1,314",11/23/2024,,tablet,analytics for data
A2575,Data Analytics Course,,3322,$205.85,24,4,,"$1,031",9/11/2024,,tablet,data anaytics training
A2576,Data Analytics Course,185,"5,121",215,12,9,0.049,"1,724",2/11/2024,Hydrabad,mobile,data analytics course
A2577,Data Analytics Course,139,"5,610",239,17,6,0.043,"1,548",14/11/2024,Hydrabad,tablet,online data analytic
A2578,Data Analytics Course,174,"3,890",186,28,7,0.04,"1,793",11/21/2024,Hydrabad,tablet,online data analytic
A2579,Data Analytics Course,157,"4,671",248,14,7,0.045,"1,247",11/3/2024,Hydrabad,mobile,data anaytics training
A2580,Data Analytics Course,160,"5,438",198,16,6,0.037,"1,752",3/11/2024,Hydrabad,tablet,data analytics course
A2581,Data Analytics Course,198,4726,$185.13,14,,,"$1,580",17/11/2024,,Tablet,learn data analytics
A2582,Data Analytics Course,144,5301,$195.83,12,3,,"$1,654",27/11/2024,,Tablet,data analitics online
A2583,Data Analytics Course,187,"3,722",182,27,7,0.037,"1,613",20/11/2024,Hydrabad,mobile,data anaytics training
A2584,Data Analytics Course,139,3944,,29,3,0.022,"$1,863",11/4/2024,,Tablet,analytics for data
A2585,Data Analytics Course,194,"5,123",180,27,5,0.036,"1,978",5/11/2024,Hydrabad,mobile,learn data analytics
A2586,Data Analytics Course,157,"4,127",200,30,8,0.058,"1,044",11/15/2024,Hydrabad,desktop,data anaytics training
A2587,Data Analytics Course,112,"4,944",234,19,4,0.036,"1,296",11/27/2024,Hydrabad,tablet,data anaytics training
A2588,Data Analytics Course,82,"4,534",204,10,6,0.073,"1,589",11/26/2024,Hydrabad,tablet,online data analytic
A2589,Data Analytics Course,152,"5,894",219,14,5,0.033,"1,641",11/13/2024,Hydrabad,mobile,data anaytics training
A2590,Data Analytics Course,81,"5,545",213,11,5,0.062,"1,818",15/11/2024,Hydrabad,mobile,data analitics online
A2591,Data Analytics Course,84,5573,,23,6,0.071,"$1,656",11/12/2024,,Desktop,online data analytic
A2592,Data Analytics Course,117,"3,039",224,27,8,0.068,"1,340",11/14/2024,Hydrabad,mobile,data anaytics training
A2593,Data Analytics Course,82,3556,,16,5,0.061,"$1,331",11/17/2024,,MOBILE,data analitics online
A2594,Data Analytics Course,192,"4,920",192,18,10,0.052,"1,665",11/9/2024,Hydrabad,mobile,data analitics online
A2595,Data Analytics Course,131,3187,$234.53,24,10,,"$1,656",7/11/2024,,Mobile,data analytics course
A2596,Data Analytics Course,177,"3,238",190,29,7,0.05,"1,925",27/11/2024,Hydrabad,tablet,data analitics online
A2597,Data Analytics Course,,,$182.66,22,10,,"$1,482",11/24/2024,,DESKTOP,learn data analytics
A2598,Data Analytics Course,147,"4,507",190,27,8,0.054,"1,073",11/5/2024,Hydrabad,desktop,learn data analytics
A2599,Data Analytics Course,143,3606,$200.29,,3,0.035,"$1,550",20/11/2024,,MOBILE,learn data analytics
A2600,Data Analytics Course,,3355,$186.90,20,4,,"$1,524",11/10/2024,,MOBILE,online data analytic
A2601,Data Analytics Course,160,"3,711",214,10,6,0.037,"1,550",11/7/2024,Hydrabad,mobile,analytics for data
A2602,Data Analytics Course,172,4841,$234.94,28,8,,"$1,258",11/12/2024,,DESKTOP,analytics for data
A2603,Data Analytics Course,95,"5,411",183,13,4,0.042,"1,111",30/11/2024,Hydrabad,tablet,data anaytics training
A2604,Data Analytics Course,111,"3,520",237,13,3,0.027,"1,395",11/19/2024,Hydrabad,mobile,online data analytic
A2605,Data Analytics Course,171,"3,460",184,27,9,0.053,"1,565",16/11/2024,Hydrabad,tablet,data analitics online
A2606,Data Analytics Course,145,"5,875",221,14,7,0.048,"1,230",11/24/2024,Hydrabad,desktop,learn data analytics
A2607,Data Analytics Course,118,"3,404",183,27,7,0.059,"1,489",11/21/2024,Hydrabad,tablet,learn data analytics
A2608,Data Analytics Course,171,3567,$233.32,27,4,,"$1,271",11/5/2024,,desktop,analytics for data
A2609,Data Analytics Course,108,"3,628",186,24,8,0.074,"1,682",11/19/2024,Hydrabad,tablet,learn data analytics
A2610,Data Analytics Course,100,"4,994",206,21,7,0.04,"1,673",11/20/2024,Hydrabad,tablet,learn data analytics
A2611,Data Analytics Course,138,"5,758",194,14,4,0.029,"1,902",11/15/2024,Hydrabad,tablet,analytics for data
A2612,Data Analytics Course,88,"3,382",199,25,9,0.102,"1,599",10/11/2024,Hydrabad,desktop,data anaytics training
A2613,Data Analytics Course,125,"3,652",187,29,10,0.08,"1,017",11/29/2024,Hydrabad,mobile,learn data analytics
